first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car
Chryste,Oddboy,Female,44,22-08-1988,Software Engineer III,Manufacturing,High Net Worth,Yes
Edin,Patinkin,Female,35,26-03-1992,Account Executive,Health,Mass Customer,No
Nolly,Ivanchikov,Male,13,10-02-1994,Help Desk Operator,Manufacturing,High Net Worth,Yes
Michele,Pammenter,Male,23,26-06-1983,Teacher,Health,High Net Worth,No
Liane,Abelevitz,Female,26,25-11-1976,Operator,,Mass Customer,No
Philbert,Bangs,Male,67,03-03-1966,Environmental Specialist,IT,Mass Customer,Yes
Candy,,Female,23,08-12-1977,,Financial Services,Mass Customer,No
Noami,Cokly,Female,74,17-09-1962,,Manufacturing,Mass Customer,Yes
Lyndell,Jereatt,Female,14,28-11-1994,Payment Adjustment Coordinator,,High Net Worth,No
Maximilien,Bourget,Male,12,29-04-1969,Geologist I,Financial Services,Mass Customer,Yes
Benedikta,Naptin,Female,59,13-08-1995,Operator,Retail,Mass Customer,Yes
Rhodie,Gaskall,Female,83,01-02-1964,VP Quality Control,,Mass Customer,Yes
Afton,Andrassy,Female,78,14-10-1998,Web Designer II,Retail,Mass Customer,No
Blondell,Dibdall,Female,62,03-01-1967,Programmer III,,Mass Customer,No
Sonia,Dunstall,Female,0,30-07-1975,Accountant III,Financial Services,Mass Customer,No
Benedikt,Adamou,Male,15,15-01-1987,Recruiting Manager,Health,Mass Customer,No
Don,Spratling,Male,82,05-01-1969,Associate Professor,Property,Affluent Customer,Yes
Moll,Ogilby,Female,25,19-12-1980,Research Assistant III,Manufacturing,Mass Customer,Yes
Jammie,Seldner,Female,42,25-02-1975,Human Resources Manager,Health,Mass Customer,Yes
Inglis,Pickaver,Male,33,25-06-1994,Product Engineer,Telecommunications,Affluent Customer,No
Clarabelle,Broschek,Female,6,25-08-1963,Geological Engineer,Manufacturing,Mass Customer,No
Tillie,Bisseker,Female,74,10-08-1960,Civil Engineer,Manufacturing,High Net Worth,No
Irving,Babcock,Male,60,17-01-1986,Dental Hygienist,Health,High Net Worth,Yes
Evered,Gludor,Male,3,30-04-1951,Electrical Engineer,Manufacturing,High Net Worth,Yes
Mavra,Finan,Female,30,23-08-1967,Nurse,Property,Affluent Customer,Yes
Frieda,Tavinor,Female,43,04-03-1999,,,Affluent Customer,No
Ellwood,Budden,Male,82,03-06-1998,,Health,Mass Customer,Yes
Alex,Patshull,Female,37,02-01-1966,Senior Quality Engineer,Retail,Mass Customer,Yes
Aundrea,Outridge,Female,77,24-01-2001,Structural Engineer,Financial Services,Affluent Customer,Yes
Amby,Bodega,Male,63,12-06-1968,Recruiter,,Affluent Customer,Yes
Esme,Pilipets,Male,15,06-05-1967,Environmental Tech,Health,Mass Customer,Yes
Beverly,Domnick,Female,56,10-12-1938,Structural Analysis Engineer,IT,Mass Customer,No
Artemis,Swanson,Male,77,12-02-1977,Web Designer II,Argiculture,Mass Customer,Yes
Daryle,Marginson,Male,93,27-06-1986,Environmental Tech,Argiculture,Mass Customer,Yes
Tyne,Anshell,Female,71,08-04-1992,Mechanical Systems Engineer,,Mass Customer,Yes
Leona,Shorrock,Female,83,23-08-1951,Senior Quality Engineer,Financial Services,Affluent Customer,Yes
Bertrando,Carass,Male,45,25-06-1956,Sales Associate,Property,Mass Customer,No
Augusta,Munns,Female,5,17-09-1951,Quality Control Specialist,,Mass Customer,No
Pauline,Dallosso,U,82,,Desktop Support Technician,IT,Affluent Customer,Yes
Lauralee,Fudge,Female,83,21-09-1987,Research Nurse,Health,Mass Customer,No
Consalve,Ballay,Male,41,18-09-1959,Web Developer I,IT,Mass Customer,Yes
Lolly,Prewer,Female,44,23-10-1997,Geologist I,Health,Mass Customer,No
Vyky,Pegg,Female,64,15-03-1943,Quality Control Specialist,Manufacturing,Mass Customer,Yes
Kellen,Pawelski,Female,83,26-07-1945,,Manufacturing,High Net Worth,Yes
Jermaine,Bagshawe,Female,60,14-05-1954,Help Desk Operator,Property,Mass Customer,Yes
Bryan,Jachtym,Male,59,15-05-1974,Automation Specialist I,Manufacturing,Mass Customer,Yes
Renie,Laundon,Female,32,18-12-1973,Assistant Media Planner,Entertainment,Mass Customer,Yes
Weidar,Etheridge,Male,38,13-07-1959,Compensation Analyst,Financial Services,Mass Customer,Yes
Datha,Fishburn,Female,15,02-07-1990,Office Assistant IV,Retail,Mass Customer,No
Ferdinand,Romanetti,Male,60,07-10-1959,Paralegal,Financial Services,Affluent Customer,No
Burk,Wortley,Male,22,17-10-2001,Senior Sales Associate,Health,Mass Customer,No
Melloney,Temby,Female,17,05-10-1954,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,Yes
Dickie,Cubbini,Male,30,17-12-1952,Financial Advisor,Financial Services,Mass Customer,Yes
Sylas,Duffill,Male,56,02-10-1955,Staff Accountant IV,Property,Mass Customer,Yes
